Seat No.,Exam Name,Student Name,College Name,Enrollment No.,SP ID,Subject Name,Ext Marks,Internal Marks,Total Marks,GL,GP,Credit,Total Outoff,SGPA/YGPA,Result
959,BCA Semester Exam,Priya Shah,Sunshine Institute,QS3FD4TADM,697214,PHP & MySQL,16,12,28,F,9.03,1,100,5.65,FAIL
960,BCA Semester Exam,Manoj Gupta,Paramount Institute,S91HT2OZZC,272316,Mobile App Development,27,10,37,A,6.56,2,100,7.65,FAIL
961,BCA Semester Exam,Karan Patel,XYZ Institute,CSVO0HP5PG,639659,C++ Programming,23,27,50,F,4.03,1,100,9.74,PASS
962,BCA Semester Exam,Sneha Joshi,Bright Future College,MD47RD9EVT,906990,Software Engineering,39,16,55,A,6.74,2,100,6.72,PASS
963,BCA Semester Exam,Manoj Kumar,Sunshine Institute,RZLJXZ1PPR,123124,Unix/Linux Programming,45,14,59,E,4.91,1,100,9.38,PASS
964,BCA Semester Exam,Sneha Tiwari,Sunshine Institute,JROW8SEHLQ,599267,Machine Learning,69,29,98,D,4.09,3,100,7.65,PASS
965,BCA Semester Exam,Manoj Gupta,Sunshine Institute,8JOXV1R9HM,671041,Machine Learning,30,29,59,D,4.14,3,100,7.29,PASS
966,BCA Semester Exam,Amit Shah,XYZ Institute,48JPTFKF61,971951,Mathematics,29,17,46,C,4.43,3,100,8.97,PASS
967,BCA Semester Exam,Rohan Patel,Sunshine Institute,INBL55T2RL,725699,Machine Learning,46,12,58,E,4.13,1,100,7.55,PASS
968,BCA Semester Exam,Amit Sen,Royal Academy,8PO339S2QG,924079,Python Programming,11,10,21,F,5.39,1,100,6.03,FAIL
969,BCA Semester Exam,Sneha Shah,ABC College,6ZR4Y798G8,510848,Software Engineering,67,12,79,C,5.01,5,100,4.91,PASS
970,BCA Semester Exam,Neha Tiwari,Bright Future College,YGEP7I0A0U,936933,Web Technology,21,2,23,B,9.08,4,100,5.4,FAIL
971,BCA Semester Exam,Rohan Gupta,Sunshine Institute,G5GHQ4ZRUX,658974,Operating Systems,55,20,75,C,4.18,1,100,9.78,PASS
972,BCA Semester Exam,Divya Rana,Royal Academy,CG4PU8CR3E,793216,Cyber Security,7,4,11,C,8.1,3,100,7.53,FAIL
973,BCA Semester Exam,Manoj Kumar,Paramount Institute,K22J3WXKYP,272618,Unix/Linux Programming,22,1,23,B,7.18,3,100,9.76,FAIL
974,BCA Semester Exam,Priya Shah,ABC College,PL33M5Z1PN,977892,Software Engineering,48,24,72,C,9.26,1,100,7.96,PASS
975,BCA Semester Exam,Suresh Tiwari,XYZ Institute,T07KEPDXCN,586357,Artificial Intelligence,34,15,49,A,8.36,1,100,4.98,PASS
976,BCA Semester Exam,Rohan Mehta,Royal Academy,YE8CHB40WE,677410,Computer Fundamentals,27,22,49,F,9.68,5,100,7.9,PASS
977,BCA Semester Exam,Manoj Patel,ABC College,1TV24NN43U,802160,C++ Programming,12,26,38,D,6.56,3,100,5.16,FAIL
978,BCA Semester Exam,Sneha Sen,Royal Academy,64MOG71GLD,257052,Digital Electronics,47,28,75,C,9.28,3,100,6.82,PASS
979,BCA Semester Exam,Suresh Rana,Paramount Institute,V3CEH2LRO3,592902,Mobile App Development,66,11,77,F,4.61,2,100,9.23,PASS
980,BCA Semester Exam,Sneha Rana,ABC College,JHKHVTHKDE,329329,Java Programming,5,11,16,D,6.76,1,100,7.29,FAIL
981,BCA Semester Exam,Karan Sen,Paramount Institute,PQZ2UR80TU,807530,Java Programming,46,11,57,F,4.42,3,100,5.61,PASS
982,BCA Semester Exam,Suresh Rana,Paramount Institute,IWVZE2PXTB,381782,C++ Programming,5,27,32,C,7.53,1,100,8.43,FAIL
983,BCA Semester Exam,Rohan Shah,Sunshine Institute,EBUQL15ENG,671304,Mobile App Development,60,27,87,B,8.06,5,100,9.39,PASS
984,BCA Semester Exam,Manoj Tiwari,Paramount Institute,BQY5B7UFLY,340809,Operating Systems,50,5,55,A,4.04,5,100,7.71,PASS
985,BCA Semester Exam,Amit Kumar,Royal Academy,UQX6CQF8OM,490354,PHP & MySQL,30,18,48,D,7.55,1,100,7.29,PASS
986,BCA Semester Exam,Priya Sen,XYZ Institute,JJ2QRWCGMI,766542,C Programming,33,7,40,C,8.86,3,100,9.5,PASS
987,BCA Semester Exam,Rohan Chauhan,Bright Future College,EE4U1ERPFN,531223,Mathematics,69,21,90,A,4.05,4,100,7.86,PASS
988,BCA Semester Exam,Karan Joshi,Global Science College,FWLWND0STU,630396,DBMS,23,25,48,F,8.2,2,100,9.62,PASS
989,BCA Semester Exam,Sneha Rana,Paramount Institute,AMB6YUFYTT,646623,Mathematics,21,4,25,E,7.63,1,100,6.34,FAIL
990,BCA Semester Exam,Priya Sen,Royal Academy,2GPXHKODLY,263246,Cyber Security,38,19,57,A,7.82,5,100,7.78,PASS
991,BCA Semester Exam,Karan Joshi,Global Science College,31X4MVMK5W,865168,Web Technology,3,0,3,A,6.95,3,100,6.93,FAIL
992,BCA Semester Exam,Neha Sen,Royal Academy,LGFVOALL63,216298,Unix/Linux Programming,7,23,30,D,4.55,1,100,8.48,FAIL
993,BCA Semester Exam,Karan Patel,XYZ Institute,2C3E5GJX5R,417585,Cloud Computing,29,14,43,B,7.97,5,100,9.66,PASS
994,BCA Semester Exam,Divya Tiwari,XYZ Institute,N8S8LDNP9A,543818,PHP & MySQL,56,4,60,A,4.12,5,100,4.6,PASS
995,BCA Semester Exam,Amit Joshi,XYZ Institute,OMPNT5UWCE,291823,Mobile App Development,3,23,26,A,8.92,5,100,4.16,FAIL
996,BCA Semester Exam,Rohan Mehta,Sunshine Institute,XZ3PLL9OAZ,962053,E-Commerce,17,16,33,C,8.94,2,100,7.58,FAIL
997,BCA Semester Exam,Rohan Rana,ABC College,83WR7AHY85,189505,E-Commerce,65,6,71,A,8.6,5,100,5.68,PASS
998,BCA Semester Exam,Divya Mehta,Bright Future College,X9U28HMR9M,444956,Mobile App Development,11,6,17,F,8.28,5,100,7.82,FAIL
999,BCA Semester Exam,Manoj Patel,XYZ Institute,UR4Q8Q0693,709274,Mathematics,59,19,78,A,5.26,1,100,8.32,PASS
1000,BCA Semester Exam,Karan Shah,Bright Future College,VY2ZC81W6U,848794,Java Programming,42,9,51,B,7.32,4,100,9.89,PASS
